,Tokens
808,"['london', 'delhi', 'truly', 'first', 'class', 'experience', 'check', 'landing', 'frequent', 'flyer', 'ba', 'always', 'amazing', 'experience', 'one', 'check', 'easy', 'swift', 'concorde', 'room', 'excellent', 'flight', 'wonderful', 'accept', 'isn', '’', 't', 'best', 'first', 'class', 'cabin', 'skies', 'service', 'second', 'none', 'cabin', 'crew', 'friendly', 'greeting', 'us', 'name', 'showing', 'us', 'personally', 'seats', 'throughout', 'ensured', 'well', 'looked', 'without', 'overbearing', 'new', 'soft', 'product', 'good', 'food', 'definitely', 'much', 'improved']"
809,"['london', 'heathrow', 'dubai', 'last', 'sunday', 'unfortunately', 'missed', 'ba', 'flight', 'dubai', 'due', 'unforeseen', 'circumstances', 'booked', 'next', 'available', 'flight', 'morning', 'emirates', 'today', 'arrived', 'dubai', 'airport', 'expecting', 'board', 'flight', 'home', 'already', 'paid', 'months', 'advance', 'check', 'ba', 'staff', 'told', 'us', 'flight', 'cancelled', 'missed', 'outgoing', 'flight', 'received', 'refund', 'seats', 'refused', 'refund', 'us', 'tickets', 'brought']"
810,"['verified', 'london', 'seattle', 'husband', 'used', 'service', 'number', 'years', 'son', 'lives', 'america', 'always', 'satisfied', 'service', 'unfortunately', 'taken', 'ill', 'flight', 'service', 'went', 'good', 'superb', 'i', '’', 'd', 'like', 'thank', 'cabin', 'crew', 'captain', 'care', 'received', 'last', 'two', 'hours', 'flight', 'advice', 'sought', 'via', 'radio', 'made', 'comfortable', 'galley', 'least', 'one', 'crew', 'member', 'times', 'given', 'oxygen', 'etc', 'paramedic', 'boarded', 'plane', 'escorted', 'given', 'thorough', 'medical', 'check', 'wheel', 'chair', 'waiting', 'fast', 'tracked', 'customs', 'well', 'enough', 'walk', 'car', 'park', 'met', 'crew', 'lift', 'captain', 'came', 'ask', 'many', 'thanks', 'apologies', 'passengers', 'must', 'disturbed']"
811,"['johannesburg', 'london', 'booked', 'seat', 'without', 'luggage', 'firstly', 'one', 'can', 'not', 'make', 'one', 'booking', 'two', 'passengers', 'one', 'luggage', 'caused', 'issue', 'trying', 'seat', 'together', 'passenger', 'without', 'luggage', 'tried', 'move', 'seats', 'normally', 'free', 'option', 'standard', 'seats', 'get', 'advised', 'pay', 'disclosed', 'booking', 'made', 'irritating', 'one', 'us', 'ill']"
812,"['london', 'milan', 'evening', 'outbound', 'flight', 'board', 'space', 'middle', 'seat', 'empty', 'boarding', 'group', 'number', 'worked', 'effectively', 'able', 'store', 'laptop', 'overhead', 'free', 'newspapers', 'available', 'jet', 'way', 'passengers', 'warmly', 'greeted', 'one', 'row', 'behind', 'emergency', 'exit', 'despite', 'numerous', 'requests', 'steward', 'woman', 'front', 'challenging', 'agreeing', 'bag', 'stored', 'overhead', 'steward', 'handled', 'politely', 'patiently', 'usual', 'board', 'trolley', 'service', 'didnt', 'use', 'flight', 'departed', 'minutes', 'late', 'due', 'lengthy', 'taxi', 'way', 'due', 'head', 'wind', 'arrived', 'linate', 'minutes', 'late', 'return', 'flight', 'could', 'challenge', 'due', 'italian', 'strike', 'full', 'flight', 'departed', 'time', 'landed', 'minutes', 'early', 'cabin', 'crew', 'flight', 'excellent', 'especially', 'senior', 'stewardess', 'warm', 'friendly', 'towards', 'every', 'single', 'customer', 'outstanding', 'taken', 'aircraft', 'bussed', 't', 'think', 'actually', 'saved', 'time', 'entrance', 'directly', 'passport', 'control', 'couple', 'good', 'flights']"
813,"['connecting', 'flight', 'johannesburg', 'older', 'proper', 'business', 'class', 'seats', 'lots', 'legroom', 'pretake', 'drinks', 'offered', 'decent', 'meal', 'short', 'flight', 'everything', 'went', 'smoothly', 'service', 'good', 'boarding', 'main', 'flight', 'time', 'proceeded', 'smoothly', 'seated', 'upper', 'deck', 'forward', 'cabin', 'much', 'said', 'ba', 'yingyang', 'seat', 'configuration', 'seats', 'narrow', 'lack', 'privacy', 'aisle', 'seat', 'probably', 'main', 'complaint', 'lack', 'storage', 'personal', 'items', 'around', 'seat', 'however', 'seat', 'comfortable', 'position', 'white', 'company', 'bedding', 'excellent', 'aisle', 'centre', 'seats', 'rear', 'cabin', 'worked', 'well', 'couple', 'privacy', 'screen', 'left', 'centre', 'seat', 'shelf', 'personal', 'belongings', 'access', 'seat', 'require', 'stepping', 'another', 'passenger', 'service', 'flight', 'superb', 'welcome', 'boarding', 'continuing', 'throughout', 'flight', 'efficient', 'quick', 'respond', 'super', 'friendly', 'preflight', 'champagne', 'fruit', 'juice', 'offered', 'soon', 'seated', 'bar', 'service', 'soon', 'seat', 'belt', 'light', 'choice', 'starters', 'mains', 'sweets', 'cheeseboard', 'decent', 'choice', 'wines', 'breakfast', 'offered', 'good', 'choice', 'although', 'happy', 'fruit', 'yoghurt', 'bread', 'could', 'complaints', 'respect', 'catering', 'a', 'super', 'aircraft', 'quiet', 'without', 'doubt', 'major', 'feature', 'flight', 'fantastic', 'crew', 'connecting', 'flight', 'leeds', 'good', 'compared', 'south', 'african', 'flight', 'noticeable', 'economy', 'class', 'seats', 'spacing', 'empty', 'middle', 'seat', 'short', 'flight', 'still', 'full', 'meal', 'service', 'poor', 'aspect', 'trip', 'arrival', 'leeds', 'airport', 'seems', 'quite', 'rundown', 'escalator', 'working', 'staff', 'seen', 'one', 'arrival', 'still', 'waited', 'minutes', 'luggage', 'come']"
814,"['london', 'heathrow', 'los', 'angeles', 'nice', 'experience', 'read', 'reviews', 'slamming', 'ba', 'experience', 'check', 'lounge', 'board', 'flight', 'experience', 'fantastic', 'crew', 'flight', 'outstanding', 'attentive', 'food', 'good', 'great', 'good', 'seats', 'worked', 'well', 'comfy', 'seat', 'review', 'flight', 'crew', 'make', 'break', 'experience', 'crew', 'hit', 'home', 'run', 'flight', 'entertainment', 'worked', 'well', 'streaming', 'like', 'monitors', 'aa', 'good', 'job', 'one', 'world', 'route', 'well', 'would', 'take', 'ba', 'aa', 'airlines', 'good', 'job', 'longer', 'hauls']"
815,"['cpt', 'definitely', 'getting', 'act', 'together', 'bas', 'galleries', 'lounge', 'spacious', 'good', 'selection', 'food', 'staff', 'actually', 'managed', 'make', 'group', 'boarding', 'work', 'upper', 'deck', 'still', 'one', 'better', 'bets', 'flying', 'club', 'world', 'thats', 'despite', 'ancient', 'yinyang', 'seats', 'tiny', 'ife', 'screen', 'appalling', 'resolution', 'new', 'bedding', 'certainly', 'helps', 'cushion', 'hard', 'seats', 'large', 'pillow', 'actually', 'feels', 'luxurious', 'dinner', 'service', 'according', 'new', 'cw', 'soft', 'design', 'meant', 'delays', 'plates', 'brought', 'passengers', 'individually', 'whole', 'think', 'works', 'triple', 'bread', 'roll', 'already', 'tray', 'means', 'bread', 'want', 'rather', 'served', 'dessert', 'breakfast', 'streamlined', 'staff', 'actually', 'paid', 'attention', 'request', 'cards', 'filled', 'takeoff', 'apart', 'inevitable', 'turbulence', 'flight', 'went', 'according', 'plan', 'touched', 'minutes', 'ahead', 'schedule', 'good', 'flight', 'overall', 'old', 'style', 'business', 'class', 'experience']"
816,"['sofia', 'belfast', 'via', 'london', 'legroom', 'sofia', 'heathrow', 'flight', 'terrible', 'tall', 'knees', 'pushing', 'seat', 'front', 'service', 'non', 'existent', 'unless', 'want', 'pay', 'inflated', 'prices', 'service', 'go', 'bad', 'delay', 'belfast', 'flight', 'allowed', 'reenter', 'lounge', 'plane', 'developed', 'fault', 'gone', 'security', 'minutes', 'allowed', 'reenter', 'lounge', 'service', 'announcement', 'chaotic', 'contradicted', 'ba', 'sending', 'us', 'via', 'texts', 'delay', 'lasted', 'hours', 'minutes', 'short', 'enough', 'avoid', 'compensation', 'belfast', 'flight', 'lot', 'legroom', 'hour', 'flight', 'sofia', 'never', 'set', 'foot', 'airline']"
817,"['lima', 'gatwick', 'helpful', 'courteous', 'cabin', 'crew', 'seat', 'uncomfortable', 'flight', 'entertainment', 'system', 'derisory', 'screen', 'small', 'poor', 'condition', 'movies', 'shown', 'flight', 'magazine', 'unavailable', 'selection', 'movies', 'poor', 'touch', 'screen', 'failed', 'respond', 'correctly', 'times', 'occasionally', 'without', 'warning', 'increased', 'sound', 'level', 'maximum', 'without', 'touching', 'screen', 'handset', 'hr', 'flight', 'rubbish', 'entertainment', 'system']"
818,"['inverness', 'auckland', 'via', 'singapore', 'british', 'airways', 'service', 'good', 'comfort', 'bad', 'hour', 'leg', 'room', 'hour', 'flight', 'uncomfortable', 'regular', 'flyer', 'used', 'airlines', 'provide', 'much', 'space', 'long', 'haul', 'flights']"
819,"['seated', 'right', 'next', 'galley', 'lavatory', 'aisle', 'safety', 'talk', 'cabin', 'crew', 'metres', 'away', 'talking', 'loudly', 'irritating', 'initial', 'impression', 'disappointed', 'business', 'class', 'however', 'flight', 'found', 'one', 'female', 'crew', 'personable', 'offered', 'seat', 'two', 'back', 'provided', 'complimentary', 'travel', 'wallet', 'realise', 'socks', 'sleep', 'mask', 'available', 'needed', 'ask', 'pillow', 'menu', 'guide', 'cheap', 'paper', 'convenient', 'place', 'store', 'reference', 'later', 'ordinary', 'evening', 'meal', 'acceptable', 'soup', 'steakveg', 'fruits', 'ok', 'served', 'freezing', 'cold', 'cutlery', 'bed', 'ok', 'nowhere', 'store', 'spectacles', 'personal', 'needs', 'spectacles', 'asthma', 'puffer', 'water', 'bottle', 'breakfast', 'juice', 'cerealyoghurt', 'fine', 'single', 'poached', 'egg', 'like', 'rubber', 'ball', 'included', 'fish', 'patties', 'unpalatable', 'lavatory', 'spacious', 'allowed', 'room', 'change', 'clothes', 'ready', 'connecting', 'flight', 'overall', 'expected', 'better', 'level', 'attention', 'detail', 'upmarket', 'delivery', 'business', 'class', 'addition', 'feature', 'appreciated', 'able', 'stretch', 'sleep', 'ba', 'ground', 'staff', 'unable', 'link', 'second', 'flight', 'qf', 'singapore', 'brisbane', 'insisting', 'needed', 'collect', 'luggage', 'leave', 'arrivals', 'recheck', 'next', 'flight', 'mobility', 'problems', 'requiring', 'assistance', 'worry', 'arrived', 'singapore', 'kind', 'assistance', 'girl', 'arranged', 'take', 'special', 'transit', 'desk', 'problem', 'arranging', 'bags', 'forwarded', 'next', 'flight']"
820,"['flight', 'ok', 'minor', 'delay', 'didnt', 'astonishing', 'wait', 'hour', 'drop', 'luggage', 'lyon', 'airport', 'training', 'new', 'ground', 'staff', 'time', 'continued', 'even', 'though', 'cue', 'became', 'pretty', 'huge', 'time', 'started', 'run', 'make', 'flight']"
821,"['gatwick', 'barbados', 'return', 'normally', 'travel', 'ba', 'low', 'expectations', 'result', 'disappointed', 'sometimes', 'pleasantly', 'surprised', 'outbound', 'flight', 'par', 'course', 'reasonably', 'comfortable', 'seat', 'ok', 'cabin', 'crew', 'enough', 'look', 'us', 'make', 'flight', 'uneventful', 'however', 'flight', 'leave', 'bang', 'time', 'managed', 'land', 'barbados', 'virgin', 'flight', 'scheduled', 'leave', 'gatwick', 'five', 'minutes', 'us', 'result', 'got', 'arrivals', 'quickly', 'return', 'flight', 'week', 'later', 'managed', 'reinforce', 'low', 'expectations', 'ba', 'one', 'poorer', 'flights', 'experienced', 'last', 'years', 'travel', 'west', 'east', 'crew', 'specifically', 'one', 'lady', 'looking', 'part', 'cabin', 'somehow', 'feel', 'rush', 'every', 'part', 'drinks', 'meal', 'service', 'becomes', 'ordeal', 'pre', 'departure', 'drinks', 'missed', 'seats', 'left', 'hand', 'side', 'pe', 'cabin', 'big', 'deal', 'irritating', 'non', 'less', 'bread', 'served', 'dinner', 'despite', 'butter', 'plate', 'presume', 'missed', 'wife', 'ordered', 'veggie', 'meal', 'served', 'ten', 'minutes', 'everyone', 'else', 'fine', 'however', 'crew', 'serving', 'remaining', 'meals', 'continual', 'dialogue', 'across', 'two', 'aisles', 'selections', 'respective', 'trolleys', 'reached', 'row', 'somehow', 'thought', 'would', 'good', 'idea', 'try', 'pass', 'hot', 'tray', 'chicken', 'gravy', 'across', 'four', 'middle', 'seats', 'result', 'red', 'hot', 'gravy', 'spilled', 'wifes', 'remaining', 'food', 'lap', 'although', 'fortunately', 'napkin', 'place', 'absorbed', 'liquid', 'also', 'spilled', 'kindle', 'thankfully', 'cover', 'closed', 'brief', 'apology', 'given', 'without', 'sincerity', 'suspect', 'blissfully', 'unaware', 'obvious', 'mistake', 'made', 'wifes', 'wine', 'replaced', 'rest', 'dinner', 'landed', 'time', 'good', 'thing', 'overall', 'return', 'flight', 'extremely', 'poor']"
822,"['marseille', 'london', 'generally', 'annoyed', 'quality', 'service', 'believe', 'pay', 'glass', 'water', 'slice', 'lemon', 'ba', 'flight', 'realised', 'forgot', 'big', 'duty', 'free', 'bag', 'plane', 'passport', 'control', 'went', 'ba', 'helpdesk', 'staff', 'sent', 'terminal', 'lost', 'found', 'pick', 'bag', 'even', 'luckily', 'decided', 'stop', 'way', 'lost', 'found', 'terminal', 'friendly', 'lost', 'found', 'staff', 'ba', 'staff', 'nicely', 'explained', 'point', 'go', 'called', 'agents', 'help']"
823,"['cabin', 'crew', 'flight', 'ba', 'london', 'chennai', 'efficient', 'best', 'take', 'care', 'clients', 'tell', 'would', 'write', 'review', 'keep', 'good', 'service', 'thanks']"
824,"['gatwick', 'malaga', 'check', 'fairly', 'quick', 'check', 'area', 'gatwick', 'quite', 'nice', 'although', 'failing', 'general', 'upkeep', 'whole', 'area', 'needed', 'vacuuming', 'stains', 'signs', 'chewing', 'gum', 'carpets', 'you', '’', 're', 'going', 'look', 'better', 'normal', 'airport', 'flooring', 'lounge', 'gatwick', 'really', 'nice', 'whilst', 'busy', 'still', 'available', 'comfy', 'desk', 'style', 'chairs', 'suit', 'food', 'drink', 'offering', 'good', 'tasty', 'varied', 'board', 'lucky', 'able', 'book', 'exit', 'row', 'actually', 'makes', 'seats', 'better', 'club', 'opinion', 'food', 'drinks', 'service', 'fairly', 'slow', 'although', 'near', 'front', 'wasn', '’', 't', 'problem', 'food', 'offering', 'fairly', 'poor', 'really', 'couple', 'sandwiches', 'snacks', 'drinks', 'selection', 'better', 'nice', 'near', 'end', 'flight', 'given', 'free', 'glass', 'champagne', 'silver', 'member', 'wouldn', '’', 't', 'expect', 'i', '’', 'm', 'sure', 'it', '’', 's', 'bottle', 'use', 'nice', 'gesture', 'show', 'frequent', 'flyers', 'still', 'wifi', 'wifi', 'based', 'flight', 'entertainment', 'offered', 'priority', 'bag', 'tags', 'usual', 'kind', 'irrelevant', 'bag', 'took', 'quite', 'long', 'time', 'come', 'preceded', 'dozens', 'non', 'priority', 'bags', 'overall', 'decent', 'flight', 'good', 'value', 'paid', 'using', 'avios', 'silver', 'getting', 'lounge', 'access', 'free', 'seat', 'selection', 'massive', 'plus']"
825,"['boston', 'london', 'heathrow', 'excited', 'experience', 'a', 'first', 'time', 'paid', 'steep', 'seat', 'selection', 'upper', 'deck', 'comfortable', 'storage', 'cabin', 'beneath', 'window', 'seat', 'standard', 'one', 'comfortable', 'boarding', 'efficiently', 'managed', 'large', 'aircraft', 'never', 'massive', 'crowd', 'front', 'gate', 'inflight', 'service', 'outbound', 'leg', 'less', 'ideal', 'food', 'mediocre', 'best', 'worth', 'losing', 'sleep', 'serious', 'bumps', 'along', 'way', 'midflight', 'a', 'massive', 'easily', 'absorbed', 'return', 'b', 'flight', 'full', 'almost', 'full', 'inflight', 'service', 'food', 'served', 'remarkably', 'better', 'outbound', 'journey', 'baggage', 'drop', 'area', 'however', 'disaster', 'none', 'machines', 'worked', 'single', 'kind', 'hearted', 'person', 'assisting', 'passengers', 'boarding', 'orderly', 'outbound', 'inbound', 'ife', 'good', 'good', 'long', 'haul', 'carriers', 'legs', 'similar', 'cabin', 'crew', 'food', 'would', 'scored', 'higher']"
826,"['london', 'cape', 'town', 'first', 'first', 'taste', 'new', 'soft', 'product', 'still', 'unfortunately', 'yearold', 'hadnt', 'refurbishment', 'showing', 'age', 'wardrobe', 'door', 'thats', 'falling', 'hinges', 'nontouch', 'touch', 'screen', 'cupboard', 'door', 'washroom', 'wont', 'stay', 'shut', 'dont', 'pass', 'muster', 'first', 'blemish', 'impression', 'positive', 'changes', 'onboard', 'service', 'young', 'mixed', 'fleet', 'crew', 'reasonable', 'job', 'served', 'drinks', 'food', 'efficiently', 'without', 'wait', 'reviewers', 'complained', 'care', 'also', 'taken', 'preparing', 'plating', 'food', 'nothing', 'overcooked', 'even', 'beef', 'decent', 'bedding', 'also', 'improved', 'good', 'quality', 'duvet', 'large', 'pillow', 'ife', 'remains', 'lowres', 'screen', 'quality', 'new', 'headphones', 'uncomfortable', 'worn', 'duration', 'single', 'film', 'goodies', 'bag', 'much', 'better', 'worth', 'taking', 'home', 'overall', 'pretty', 'good', 'flight', 'remains', 'seen', 'ba', 'longinthetooth', 'first', 'class', 'new', 'club', 'suites', 'launched']"
827,"['review', 'specifically', 'aimed', 'excellent', 'cabin', 'crew', 'ba', 'jfk', 'new', 'york', 'heathrow', 'tue', 'th', 'may', 'travelling', 'back', 'new', 'york', 'following', 'days', 'break', 'girlfriends', 'check', 'boarding', 'schedulehowever', 'identified', 'technical', 'problem', 'captain', 'advised', 'passengers', 'assistance', 'required', 'rectify', 'issue', 'resulted', 'hours', 'delay', 'leaving', 'ny', 'despite', 'annoying', 'delay', 'cabin', 'crew', 'made', 'friendly', 'polite', 'couldnt', 'enough', 'ensure', 'journey', 'comfortable', 'enjoyable', 'exceptional', 'even', 'serving', 'section', 'hope', 'information', 'passed']"
828,"['london', 'aberdeen', 'boarding', 'flight', 'forced', 'check', 'bag', 'gate', 'apparently', 'flight', 'full', 'boarding', 'group', 'traveling', 'permitted', 'allowance', 'discussed', 'lady', 'boarding', 'gate', 'saw', 'people', 'boarding', 'tax', 'free', 'bags', 'top', 'bags', 'almost', 'last', 'plane', 'free', 'spaces', 'accommodate', 'bags', 'happy', 'permitted', 'allowance']"
829,"['gatwick', 'dubrovnik', 'overcrowded', 'lounges', 'business', 'class', 'seats', 'economy', 'middle', 'seat', 'empty', 'lgw', 'lounge', 'opens', 'one', 'hr', 'eu', 'flights', 'morning', 'met', 'large', 'queue', 'frequent', 'flyers', 'don', '’', 't', 'get', 'free', 'baggage', 'anymore', 'long', 'haul', 'cheap', 'tickets']"
830,"['paid', 'extra', '£', 'two', 'premium', 'economy', 'seats', 'long', 'haul', 'flight', 'disappointed', 'seat', 'felt', 'small', 'shabby', 'tv', 'screen', 'small', 'dark', 'tried', 'adjust', 'still', 'unwatchable', 'whole', 'experience', 'poor', 'premium', 'way', 'return', 'flight', 'code', 'share', 'japan', 'airines', 'premium', 'whole', 'different', 'experience', 'would', 'happy', 'pay', 'premium', 'seats', 'would', 'advise', 'avoid', 'british', 'airways', 'premium', 'economy', 'far', 'premium', 'felt', 'complete', 'waste', '£']"
